text,language,category,severity
नलों में गंदा पानी आ रहा है रेलवे स्टेशन के पास।,hi,water_supply,medium
इलाके में बाढ़ का पानी फैलने लगा है रिहायशी इलाके में।,hi,flood,medium
कचरे के विशाल ढेर में जहरीला धुआं और आग लग गई है अस्पताल के पास।,hi,garbage,critical
"कृपया ध्यान दें, बाढ़ का पानी कई इमारतों और दुकानों में घुस चुका है गांव के प्रवेश द्वार पर।",hi,flood,high
पहाड़ी से थोड़ी मिट्टी और छोटे कंकड़ सड़क पर गिरे हैं मुख्य सड़क पर।,hi,landslide,low
The landslide is making travel dangerous near the school.,en,landslide,high
"Urgent hai, Severe public issue create ho gaya hai aur residents bahut affected hain main road par.",hinglish,other,high
"দয়া করে বিষয়টি দেখুন, পচা বর্জ্যে মহামারীর চরম বিপদ, অবিলম্বে পরিষ্কার করুন আমাদের এলাকায়।",bn,garbage,critical
इमारत में भीषण आग फैल रही है और ऊंची लपटें उठ रही हैं गांव के प्रवेश द्वार पर।,hi,fire,high
পাইপ থেকে ঘোলা ও ময়লা জল আসছে প্রধান রাস্তায়।,bn,water_supply,medium
Huge garbage dump se locality me severe problem ho gayi hai community center ke paas.,hinglish,garbage,high
কোমর সমান জল জমে রাস্তা সম্পূর্ণ অচল হয়ে গেছে বাসস্ট্যান্ডের কাছে।,bn,waterlogging,high
कचरे का भारी ढेर पूरी सड़क रोक रहा है स्कूल के पास।,hi,garbage,high
"Please help, Gahre gaddhe ki wajah se road block hone jaisi ho gayi hai community center ke paas.",hinglish,road_damage,high
Kai din se garbage collect nahi kiya gaya school ke paas.,hinglish,garbage,medium
"Please take action, Water is draining slowly near the hospital.",en,drainage,low
বন্যার জল রাস্তায় উপচে পড়ছে বাসস্ট্যান্ডের কাছে।,bn,flood,medium
"Urgent, Residents are facing an immediate safety risk in the residential area.",en,other,critical
An open manhole on the road has no cover creating a fatal risk near the school.,en,drainage,critical
পাথর এবং কাদা রাস্তায় এসে পড়েছে আমাদের এলাকায়।,bn,landslide,medium
Sadak kafi kharab ho chuki hai school ke paas.,hinglish,road_damage,medium
"Dangerous flood flow me log behne ki koshish me hain, life-threatening emergency school ke paas.",hinglish,flood,critical
"बाढ़ के तेज बहाव में लोग बहने की कगार पर हैं, जान का भारी जोखिम है बाजार के पास।",hi,flood,critical
"জরুরি অভিযোগ: সেতু ধসে বহু মানুষ বিপদে পড়েছে, চরম বিপর্যয় গ্রামের প্রবেশপথে।",bn,bridge_damage,critical
A building has completely collapsed near the community center.,en,building_damage,critical
"कृपया ध्यान दें, पुल टूटकर नदी में गिर गया है और आवागमन पूरी तरह ध्वस्त हो गया है मुख्य सड़क पर।",hi,bridge_damage,critical
Bridge ko minor maintenance required hai hospital ke paas.,hinglish,bridge_damage,low
Water is draining slowly near the bus stand.,en,drainage,low
नाली में थोड़ा कचरा फंसा हुआ है रेलवे स्टेशन के पास।,hi,drainage,low
जरूरी शिकायत: सुबह से पानी की सप्लाई पूरी तरह बंद है मुख्य सड़क पर।,hi,water_supply,medium
"Please help, Garbage ki wajah se aas-paas ke log pareshaan hain gaon ke entrance par.",hinglish,garbage,medium
I want to report that Waste is completely blocking access to the area on the main road.,en,garbage,critical
"দয়া করে সাহায্য করুন, গুরুতর নাগরিক সমস্যায় সমগ্র এলাকা ভীষণ ক্ষতিগ্রস্ত বাসস্ট্যান্ডের কাছে।",bn,other,high
"Please action lo, Public infrastructure me problem hone se log trouble face kar rahe hain gaon ke entrance par.",hinglish,other,medium
পানীয় জলের সাথে বিষাক্ত নর্দমার জল মিশে মানুষ ডায়রিয়ায় আক্রান্ত হচ্ছে স্কুলের কাছে।,bn,water_supply,critical
"Please take action, The entire locality has no safe drinking water in our locality.",en,water_supply,critical
There is minor damage on the bridge in the residential area.,en,bridge_damage,low
"विशाल भूस्खलन ने घरों को तबाह कर दिया है, लोगों की जान संकट में है स्कूल के पास।",hi,landslide,critical
Severe public issue create ho gaya hai aur residents bahut affected hain main road par.,hinglish,other,high
নর্দমা বিকল হওয়ায় ব্যাপক জলজট এবং রোগ ছড়াচ্ছে প্রধান রাস্তায়।,bn,drainage,high
मलबा और पत्थर सड़क पर आ गए हैं मुख्य सड़क पर।,hi,landslide,medium
"তাড়াতাড়ি ব্যবস্থা নিন, আগুনে মানুষ ঘরের ভেতর আটকা পড়েছে, অবিলম্বে দমকল পাঠান জীবন বিপন্ন স্কুলের কাছে।",bn,fire,critical
A massive landslide has completely blocked the road at the village entrance.,en,landslide,critical
রাস্তার ধারে কিছুটা জল দাঁড়ানো বাসস্ট্যান্ডের কাছে।,bn,waterlogging,low
A broken dustbin is spilling garbage onto the footpath near the hospital.,en,garbage,medium
জরুরি অভিযোগ: বন্যার জল রাস্তায় উপচে পড়ছে বাসস্ট্যান্ডের কাছে।,bn,flood,medium
The drainage system is completely blocked in the residential area.,en,drainage,high
The fire has spread across multiple buildings near the hospital.,en,fire,critical
सड़क पर थोड़ा नुकसान हुआ है मुख्य सड़क पर।,hi,road_damage,low
প্রধান রাস্তা ধসে গিয়ে ভয়াবহ পরিস্থিতি তৈরি হয়েছে গ্রামের প্রবেশপথে।,bn,road_damage,critical
A huge pile of garbage is blocking the road near the market.,en,garbage,high
Kai din se garbage collect nahi kiya gaya market ke paas.,hinglish,garbage,medium
There is minor flooding near the road at the village entrance.,en,flood,low
Main water supply pipeline burst ho gayi hai pura area bina paani ke hai market ke paas.,hinglish,water_supply,high
कूड़े के भयानक अंबार से पूरा इलाका परेशान है सामुदायिक केंद्र के पास।,hi,garbage,high
भारी जलभराव के कारण पूरा मुख्य मार्ग बंद हो चुका है मुख्य सड़क पर।,hi,waterlogging,high
"Kindly check, Drinking water pipeline me toxic sewer water mix ho gaya hai, log poison aur hospitalise ho rahe hain hospital ke paas.",hinglish,water_supply,critical
"দয়া করে বিষয়টি দেখুন, পানীয় জলের সাথে বিষাক্ত নর্দমার জল মিশে মানুষ ডায়রিয়ায় আক্রান্ত হচ্ছে হাসপাতালের কাছে।",bn,water_supply,critical
जरूरी शिकायत: पानी का दबाव थोड़ा कम आ रहा है गांव के प्रवेश द्वार पर।,hi,water_supply,low
"कृपया मदद करें, इमारत की बाहरी दीवार पर छोटी दरार आ गई है बाजार के पास।",hi,building_damage,low
"Please help, Kachre ka dher jama ho gaya hai residential area mein.",hinglish,garbage,medium
বিল্ডিংটির অবস্থা ঝুঁকিপূর্ণ মনে হচ্ছে কমিউনিটি সেন্টারের কাছে।,bn,building_damage,medium
রাস্তায় কয়েকটি গর্ত সৃষ্টি হয়েছে স্কুলের কাছে।,bn,road_damage,medium
"कृपया मदद करें, सड़क पर कई गड्ढे बन गए हैं गांव के प्रवेश द्वार पर।",hi,road_damage,medium
Public area ka routine inspection hona chahiye bus stand ke paas.,hinglish,other,low
"Bridge break ho kar collapse ho gaya hai, connection totally cut off school ke paas.",hinglish,bridge_damage,critical
सड़क पूरी तरह धंसने से लोगों की जान को भारी खतरा है सामुदायिक केंद्र के पास।,hi,road_damage,critical
"कृपया मदद करें, क्षेत्र में बाढ़ की स्थिति बनती जा रही है गांव के प्रवेश द्वार पर।",hi,flood,medium
নর্দমা সম্পূর্ণ বন্ধ হয়ে পুরো রাস্তা নর্দমার জলে ডুবে গেছে বাজারের কাছে।,bn,drainage,high
"Please help, A large crack has appeared in the building in the residential area.",en,building_damage,medium
पहाड़ी से थोड़ी मिट्टी और छोटे कंकड़ सड़क पर गिरे हैं मुख्य सड़क पर।,hi,landslide,low
There is an emergency situation requiring immediate assistance near the community center.,en,other,critical
Severe flooding has affected the entire locality near the railway station.,en,flood,high
এলাকাটি প্লাবিত হওয়ার আশঙ্কা তৈরি হয়েছে বাজারের কাছে।,bn,flood,medium
"Urgent hai, Extreme emergency disaster situation hai immediate government help chahiye hospital ke paas.",hinglish,other,critical
Flames pass ke houses aur market ki taraf badh rahi hain school ke paas.,hinglish,fire,high
"Kindly check, Dangerous flood flow me log behne ki koshish me hain, life-threatening emergency school ke paas.",hinglish,flood,critical
गंभीर बाढ़ से पूरा इलाका डूब गया है बस स्टैंड के पास।,hi,flood,high
नलों में गंदा पानी आ रहा है हमारे इलाके में।,hi,water_supply,medium
Medical waste aur rotten garbage se immediate health emergency create ho gayi hai railway station ke paas.,hinglish,garbage,critical
"দয়া করে বিষয়টি দেখুন, এলাকায় বন্যার জল ঢুকতে শুরু করেছে আবাসিক এলাকায়।",bn,flood,medium
"विशाल भूस्खलन ने घरों को तबाह कर दिया है, लोगों की जान संकट में है बस स्टैंड के पास।",hi,landslide,critical
Please inspect the public area near the bus stand.,en,other,low
Flood ki wajah se log phans gaye hain aur transport band hai community center ke paas.,hinglish,flood,high
"Kindly check, The water supply is slightly irregular near the school.",en,water_supply,low
Road severely damaged ho chuki hai aur vehicles phas rahe hain bus stand ke paas.,hinglish,road_damage,high
Deep water road par bhar gaya hai aur vehicles doob rahe hain gaon ke entrance par.,hinglish,waterlogging,high
আবর্জনা ধসে রাস্তা সম্পূর্ণ অবরুদ্ধ ও জরুরি অবস্থা তৈরি হয়েছে গ্রামের প্রবেশপথে।,bn,garbage,critical
Drainage fail hone se pura raasta block ho gaya hai main road par.,hinglish,drainage,high
"তাড়াতাড়ি ব্যবস্থা নিন, সকাল থেকে জল সরবরাহ পুরোপুরি বন্ধ রয়েছে প্রধান রাস্তায়।",bn,water_supply,medium
A building has completely collapsed near the school.,en,building_damage,critical
"দয়া করে বিষয়টি দেখুন, গভীর জলে পথচারী ও যাত্রীরা বারবার দুর্ঘটনার শিকার হচ্ছেন বাজারের কাছে।",bn,waterlogging,high
जलभराव की वजह से पैदल चलने में दिक्कत हो रही है बस स्टैंड के पास।,hi,waterlogging,medium
बाढ़ का पानी मुख्य रास्तों पर आ गया है बाजार के पास।,hi,flood,medium
"Please action lo, Severe public issue create ho gaya hai aur residents bahut affected hain bus stand ke paas.",hinglish,other,high
"Please help, The water supply has completely stopped at the village entrance.",en,water_supply,high
Flood ki wajah se log phans gaye hain aur transport band hai residential area mein.,hinglish,flood,high
There is a pothole on the road near the market.,en,road_damage,medium
Building me minor damage dikh raha hai hamare area mein.,hinglish,building_damage,low
গত চারদিন ধরে পানীয় জলের সরবরাহ সম্পূর্ণ বন্ধ হাসপাতালের কাছে।,bn,water_supply,high
पानी का दबाव थोड़ा कम आ रहा है बस स्टैंड के पास।,hi,water_supply,low
There is a minor water supply issue near the railway station.,en,water_supply,low
नलों में गंदा पानी आ रहा है हमारे इलाके में।,hi,water_supply,medium
গুরুতর নাগরিক সমস্যায় সমগ্র এলাকা ভীষণ ক্ষতিগ্রস্ত গ্রামের প্রবেশপথে।,bn,other,high
Please inspect the public area near the market.,en,other,low
पुल टूटकर नदी में गिर गया है और आवागमन पूरी तरह ध्वस्त हो गया है अस्पताल के पास।,hi,bridge_damage,critical
The entire locality has no safe drinking water near the market.,en,water_supply,critical
বন্যার জল অনেক ঘরবাড়ি এবং দোকানে প্রবেশ করেছে স্কুলের কাছে।,bn,flood,high
"Please action lo, Severe flooding se pura area doob chuka hai main road par.",hinglish,flood,high
"Urgent hai, Building me severe fire rapidly spread ho rahi hai residential area mein.",hinglish,fire,high
ঝোপঝাড়ে আগুন জ্বলছে আবাসিক এলাকায়।,bn,fire,medium
Landslide ki wajah se road ka part block ho gaya hai gaon ke entrance par.,hinglish,landslide,medium
জরুরি অভিযোগ: বিষাক্ত জল সরবরাহের ফলে বহু মানুষ হাসপাতালে ভর্তি আমাদের এলাকায়।,bn,water_supply,critical
Mud and rocks are blocking part of the road in the residential area.,en,landslide,medium
Major civic problem ki wajah se daily functioning paralyze ho gayi hai railway station ke paas.,hinglish,other,high
বিশাল ভূমিধসে রাস্তা সম্পূর্ণ অবরুদ্ধ হয়ে গেছে বাজারের কাছে।,bn,landslide,high
Dry bushes me fire ignite ho chuki hai community center ke paas.,hinglish,fire,medium
पुल का एक हिस्सा क्षतिग्रस्त नजर आ रहा है मुख्य सड़क पर।,hi,bridge_damage,medium
Apartment building dhas gayi hai immediate rescue and ambulance chahiye main road par.,hinglish,building_damage,critical
Public hazard create ho gaya hai directly threatening human life school ke paas.,hinglish,other,critical
রাস্তার পাশে ধোঁয়া দেখা যাচ্ছে কমিউনিটি সেন্টারের কাছে।,bn,fire,low
नाली कई दिनों से साफ नहीं हुई है और बदबू फैल रही है रेलवे स्टेशन के पास।,hi,drainage,medium
Major civic problem ki wajah se daily functioning paralyze ho gayi hai hamare area mein.,hinglish,other,high
Aaj water supply thoda late aayi railway station ke paas.,hinglish,water_supply,low
An open manhole on the road has no cover creating a fatal risk at the village entrance.,en,drainage,critical
রাস্তার পাশে সামান্য জল ঢুকছে প্রধান রাস্তায়।,bn,flood,low
सड़क किनारे थोड़ा धुआं उठता दिख रहा है रेलवे स्टेशन के पास।,hi,fire,low
Locality me flood water fail raha hai hamare area mein.,hinglish,flood,medium
সেতুর একটি অংশ ক্ষতিগ্রস্ত হয়েছে আবাসিক এলাকায়।,bn,bridge_damage,medium
নর্দমা আটকে যাওয়ায় নিকাশি সমস্যা হচ্ছে স্কুলের কাছে।,bn,drainage,medium
"দয়া করে বিষয়টি দেখুন, ভারী জলমগ্নতার কারণে গাড়ি বিকল হয়ে যান চলাচল স্তব্ধ স্কুলের কাছে।",bn,waterlogging,high
Some garbage needs to be collected at the village entrance.,en,garbage,low
"Please help, There has been no water supply since morning near the railway station.",en,water_supply,medium
Some soil has fallen onto the roadside near the community center.,en,landslide,low
Building me severe fire rapidly spread ho rahi hai main road par.,hinglish,fire,high
সেতু ভেঙে নদীতে পড়ে গেছে এবং চলাচল সম্পূর্ণ বিচ্ছিন্ন আবাসিক এলাকায়।,bn,bridge_damage,critical
Locality me flood water fail raha hai main road par.,hinglish,flood,medium
"जर्जर इमारत से प्लास्टर और ईंटें नीचे गिर रही हैं, बहुत खतरनाक सामुदायिक केंद्र के पास।",hi,building_damage,high
বিশাল ভূমিধসে রাস্তা সম্পূর্ণ অবরুদ্ধ হয়ে গেছে কমিউনিটি সেন্টারের কাছে।,bn,landslide,high
"Kindly check, A large landslide has blocked the road at the village entrance.",en,landslide,high
জরুরি অভিযোগ: রাস্তায় সামান্য জল জমে রয়েছে গ্রামের প্রবেশপথে।,bn,waterlogging,low
सड़क पर थोड़ा पानी जमा हुआ है बाजार के पास।,hi,waterlogging,low
सड़क पर गहरा पानी भर गया है और गाड़ियाँ बंद पड़ रही हैं रिहायशी इलाके में।,hi,waterlogging,high
Huge garbage dump me aag lag gayi hai aur toxic smoke se dam ghut raha hai hospital ke paas.,hinglish,garbage,critical
"তাড়াতাড়ি ব্যবস্থা নিন, রাস্তার উপরিভাগে ছোট ফাটল দেখা দিয়েছে স্কুলের কাছে।",bn,road_damage,low
Bridge pe thodi crack notice hui hai gaon ke entrance par.,hinglish,bridge_damage,low
सार्वजनिक सुविधा में खराबी के कारण लोगों को असुविधा हो रही है हमारे इलाके में।,hi,other,medium
Road par bada pothole hai aur gaadi chalana mushkil ho raha hai bus stand ke paas.,hinglish,road_damage,medium
I want to report that A massive landslide has completely blocked the road near the railway station.,en,landslide,critical
প্রধান রাস্তা ধসে গিয়ে ভয়াবহ পরিস্থিতি তৈরি হয়েছে হাসপাতালের কাছে।,bn,road_damage,critical
"कृपया मदद करें, इमारत में भीषण आग फैल रही है और ऊंची लपटें उठ रही हैं रिहायशी इलाके में।",hi,fire,high
Rain ke baad halka waterlogging hua hai gaon ke entrance par.,hinglish,waterlogging,low
इलाके में नागरिक व्यवस्था प्रभावित है स्कूल के पास।,hi,other,medium
The building needs a safety inspection on the main road.,en,building_damage,low
Bridge ki safety railing toot gayi hai gaon ke entrance par.,hinglish,bridge_damage,medium
"Please take action, Some soil has fallen onto the roadside near the market.",en,landslide,low
"कृपया मदद करें, पुल का पिलर कमजोर हो गया है, कभी भी गिर सकता है बाजार के पास।",hi,bridge_damage,high
"জলে ডুবে যাওয়ার ঝুঁকি তৈরি হয়েছে, উদ্ধার তৎপরতা প্রয়োজন হাসপাতালের কাছে।",bn,waterlogging,critical
Garbage ka massive pile poori road block kar raha hai residential area mein.,hinglish,garbage,high
"Please take action, The bridge needs inspection on the main road.",en,bridge_damage,low
Road side thoda sa garbage pada hai bus stand ke paas.,hinglish,garbage,low
कूड़े के भयानक अंबार से पूरा इलाका परेशान है बस स्टैंड के पास।,hi,garbage,high
Structure ka inspection hona chahiye school ke paas.,hinglish,building_damage,low
ভবনটির কাঠামো মারাত্মক হেলে পড়েছে আমাদের এলাকায়।,bn,building_damage,high
"Please take action, Waterlogging is preventing vehicles from passing near the market.",en,waterlogging,high
ছোটখাটো ভূমিধস হয়েছে তবে রাস্তা সচল আছে গ্রামের প্রবেশপথে।,bn,landslide,low
सड़क की गंभीर खराबी से कभी भी हादसा हो सकता है गांव के प्रवेश द्वार पर।,hi,road_damage,high
There is a minor drainage problem at the village entrance.,en,drainage,low
"Aag me log building ke andar trapped hain, fire brigade bhejo jaan ka khatra hai railway station ke paas.",hinglish,fire,critical
A small amount of garbage is lying in the residential area.,en,garbage,low
Rain ke baad halka waterlogging hua hai school ke paas.,hinglish,waterlogging,low
"बाढ़ जैसा पानी घरों और दुकानों में घुस गया है, बचाव कार्य जरूरी गांव के प्रवेश द्वार पर।",hi,waterlogging,critical
There is a small landslide near the road near the school.,en,landslide,low
Blocked drains are flooding the street near the railway station.,en,drainage,high
There is a pothole on the road near the market.,en,road_damage,medium
Public area ka routine inspection hona chahiye bus stand ke paas.,hinglish,other,low
এখানে একটি সাধারণ নাগরিক সমস্যা রয়েছে যা দেখা দরকার গ্রামের প্রবেশপথে।,bn,other,low
The bridge is severely damaged and unsafe at the village entrance.,en,bridge_damage,high
इमारत भरभराकर गिर गई है और मलबे में लोग दबे हो सकते हैं बाजार के पास।,hi,building_damage,critical
गंभीर सार्वजनिक संकट से लोगों की सुरक्षा को सीधा खतरा है स्कूल के पास।,hi,other,critical
Nali me thodi safai ki zaroorat hai gaon ke entrance par.,hinglish,drainage,low
জরুরি অভিযোগ: জল ঘরের ভেতরে ঢুকে সম্পূর্ণ জীবনযাত্রা বিপন্ন করেছে আবাসিক এলাকায়।,bn,waterlogging,critical
"कृपया मदद करें, नलों में गंदा पानी आ रहा है मुख्य सड़क पर।",hi,water_supply,medium
Civic issue ki wajah se locality inconvenience face kar rahi hai hospital ke paas.,hinglish,other,medium
Sewage water is overflowing onto the road near the bus stand.,en,drainage,high
The landslide is making travel dangerous near the railway station.,en,landslide,high
The bridge railing is damaged near the bus stand.,en,bridge_damage,medium
"ভয়াবহ অগ্নিকাণ্ডে একাধিক বাড়ি পুড়ে যাচ্ছে, মানুষের জীবন ঝুঁকিতে প্রধান রাস্তায়।",bn,fire,critical
The building needs a safety inspection in our locality.,en,building_damage,low
Building me severe fire rapidly spread ho rahi hai main road par.,hinglish,fire,high
जलभराव इतना गहरा है कि डूबने का खतरा बन चुका है रेलवे स्टेशन के पास।,hi,waterlogging,critical
ক্ষতিগ্রস্ত রাস্তায় যেকোনো সময় বড় বিপদ ঘটতে পারে আমাদের এলাকায়।,bn,road_damage,high
The locality is experiencing flooding near the market.,en,flood,medium
I want to report that The water supply has been interrupted near the market.,en,water_supply,medium
The public waste container is overflowing onto the pavement near the railway station.,en,garbage,medium
"দয়া করে বিষয়টি দেখুন, বিল্ডিংটির অবস্থা ঝুঁকিপূর্ণ মনে হচ্ছে স্কুলের কাছে।",bn,building_damage,medium
জরুরি অভিযোগ: পচা আবর্জনা উপচে পড়ে সংক্রামক ব্যাধি ছড়ানোর মারাত্মক ঝুঁকি রেলস্টেশনের কাছে।,bn,garbage,high
Huge garbage dump me aag lag gayi hai aur toxic smoke se dam ghut raha hai residential area mein.,hinglish,garbage,critical
Structure ka inspection hona chahiye hamare area mein.,hinglish,building_damage,low
Minor flooding observe hui hai hamare area mein.,hinglish,flood,low
सड़क पर आवारा मवेशी और गायें बैठी हैं जिससे जाम लग रहा है रेलवे स्टेशन के पास।,hi,other,high
ভূমিধসের কারণে রাস্তার একপাশ আটকে গেছে রেলস্টেশনের কাছে।,bn,landslide,medium
The bridge is collapsing and people are in immediate danger on the main road.,en,bridge_damage,critical
"Please take action, A large landslide has blocked the road near the hospital.",en,landslide,high
"तुरंत कार्रवाई करें, इलाके में बाढ़ का पानी फैलने लगा है गांव के प्रवेश द्वार पर।",hi,flood,medium
বিষাক্ত জল সরবরাহের ফলে বহু মানুষ হাসপাতালে ভর্তি গ্রামের প্রবেশপথে।,bn,water_supply,critical
नलों में गंदा पानी आ रहा है अस्पताल के पास।,hi,water_supply,medium
A major flood has trapped people in their homes on the main road.,en,flood,critical
सार्वजनिक कूड़ेदान ओवरफ्लो हो गया है और बदबू फैल रही है रिहायशी इलाके में।,hi,garbage,medium
A large fire is spreading quickly in our locality.,en,fire,high
भारी जलभराव के कारण पूरा मुख्य मार्ग बंद हो चुका है गांव के प्रवेश द्वार पर।,hi,waterlogging,high
জরুরি অভিযোগ: জল ঘরের ভেতরে ঢুকে সম্পূর্ণ জীবনযাত্রা বিপন্ন করেছে বাসস্ট্যান্ডের কাছে।,bn,waterlogging,critical
"Bridge me heavy structural cracks aa gaye hain, vehicle crossing hazardous hai hospital ke paas.",hinglish,bridge_damage,high
Some soil has fallen onto the roadside at the village entrance.,en,landslide,low
"Toxic sewage flooding houses, immediate health disaster situation community center ke paas.",hinglish,drainage,critical
নদীর জল সামান্য বাড়তে শুরু করেছে আবাসিক এলাকায়।,bn,flood,low
There is some waterlogging near the bus stand.,en,waterlogging,low
"कृपया मदद करें, भीषण भूस्खलन से कई वाहन और लोग मलबे में दब गए हैं, तुरंत रेस्क्यू चाहिए सामुदायिक केंद्र के पास।",hi,landslide,critical
"তাড়াতাড়ি ব্যবস্থা নিন, সেতুতে বড় ফাটল ধরেছে এবং ভারী যানের জন্য মারাত্মক বিপজ্জনক আবাসিক এলাকায়।",bn,bridge_damage,high
"আগুনে মানুষ ঘরের ভেতর আটকা পড়েছে, অবিলম্বে দমকল পাঠান জীবন বিপন্ন হাসপাতালের কাছে।",bn,fire,critical
Low-lying area me halka flood water aaya hai railway station ke paas.,hinglish,flood,low
Sadak ki surface pe thoda damage dikh raha hai bus stand ke paas.,hinglish,road_damage,low
एक गंभीर नागरिक समस्या से पूरा मोहल्ला परेशान और आक्रोशित है बाजार के पास।,hi,other,high
এই সমস্যার কারণে জনজীবন অচল হয়ে পড়েছে প্রধান রাস্তায়।,bn,other,high
कचरे के बड़े ढेर से नाली पूरी तरह जाम हो गई है अस्पताल के पास।,hi,garbage,high
बाढ़ का पानी मुख्य रास्तों पर आ गया है सामुदायिक केंद्र के पास।,hi,flood,medium
বিল্ডিংয়ে ভয়াবহ আগুন লেগেছে এবং দ্রুত বিস্তার লাভ করছে আমাদের এলাকায়।,bn,fire,high
कचरे का ढेर लग गया है और बदबू आ रही है सामुदायिक केंद्र के पास।,hi,garbage,medium
আবর্জনার পচা গন্ধে আবাসিক এলাকা বসবাসের অযোগ্য হয়ে পড়েছে বাজারের কাছে।,bn,garbage,high
পাথর এবং কাদা রাস্তায় এসে পড়েছে আবাসিক এলাকায়।,bn,landslide,medium
कूड़े के भयानक अंबार से पूरा इलाका परेशान है रिहायशी इलाके में।,hi,garbage,high
The drain has not been cleaned for several days in the residential area.,en,drainage,medium
I want to report that The road has collapsed and vehicles cannot safely pass in our locality.,en,road_damage,critical
"कृपया मदद करें, नलों में गंदा पानी आ रहा है सामुदायिक केंद्र के पास।",hi,water_supply,medium
সেতুর স্তম্ভ দুর্বল হয়ে পড়েছে বাসস্ট্যান্ডের কাছে।,bn,bridge_damage,high
The bridge has become completely unsafe for traffic near the railway station.,en,bridge_damage,critical
Road ko minor repair ki zaroorat hai main road par.,hinglish,road_damage,low
Residents are facing an immediate safety risk near the hospital.,en,other,critical
রাস্তাটিতে হালকা মেরামতের প্রয়োজন গ্রামের প্রবেশপথে।,bn,road_damage,low
There is a small fire near the railway station.,en,fire,low
এলাকাটি একবার পরিদর্শন করার অনুরোধ রইল আমাদের এলাকায়।,bn,other,low
"Kindly check, The drain needs cleaning in our locality.",en,drainage,low
Rain ke baad halka waterlogging hua hai bus stand ke paas.,hinglish,waterlogging,low
बड़ा भूस्खलन होने से पूरा रास्ता बंद हो गया है अस्पताल के पास।,hi,landslide,high
सड़क पर थोड़ा नुकसान हुआ है बाजार के पास।,hi,road_damage,low
"Kindly check, Residents urgently need rescue because of severe flooding near the market.",en,flood,critical
এলাকায় বন্যার জল ঢুকতে শুরু করেছে স্কুলের কাছে।,bn,flood,medium
There has been no water supply since morning at the village entrance.,en,water_supply,medium
जलभराव की वजह से पैदल चलने में दिक्कत हो रही है सामुदायिक केंद्र के पास।,hi,waterlogging,medium
"Toxic sewage flooding houses, immediate health disaster situation hospital ke paas.",hinglish,drainage,critical
A few cracks are visible on the road near the railway station.,en,road_damage,low
Poora drainage system collapse ho gaya hai aur locality trap ho chuki hai gaon ke entrance par.,hinglish,drainage,critical
"Please action lo, Toxic sewage flooding houses, immediate health disaster situation hospital ke paas.",hinglish,drainage,critical
"তাড়াতাড়ি ব্যবস্থা নিন, কয়েকদিন ধরে ড্রেন পরিষ্কার না করায় দুর্গন্ধ ছড়াচ্ছে গ্রামের প্রবেশপথে।",bn,drainage,medium
गंदा सीवेज पानी पूरे रास्ते पर भर गया है रिहायशी इलाके में।,hi,drainage,high
The blocked drain is causing serious problems in the residential area.,en,drainage,high
"Kindly check, Severe waterlogging has trapped residents in the residential area.",en,waterlogging,critical
"कृपया मदद करें, पूरी इमारत ढह गई है, तुरंत राहत और बचाव कार्य की आवश्यकता है स्कूल के पास।",hi,building_damage,critical
"দয়া করে সাহায্য করুন, এখানে আগুন লেগেছে এবং চারদিকে ছড়াচ্ছে প্রধান রাস্তায়।",bn,fire,medium
ঝোপঝাড়ে আগুন জ্বলছে আমাদের এলাকায়।,bn,fire,medium
Aaj water supply thoda late aayi hamare area mein.,hinglish,water_supply,low
A massive garbage dump is creating an immediate health hazard near the market.,en,garbage,critical
Huge landslide ne puri road ko completely block kar diya hai school ke paas.,hinglish,landslide,high
There has been no water supply since morning near the hospital.,en,water_supply,medium
Blocked drains are flooding the street at the village entrance.,en,drainage,high
जलभराव की वजह से पैदल चलने में दिक्कत हो रही है रेलवे स्टेशन के पास।,hi,waterlogging,medium
আজ জল সরবরাহে সামান্য বিলম্ব হয়েছে আবাসিক এলাকায়।,bn,water_supply,low
Building me severe fire rapidly spread ho rahi hai hamare area mein.,hinglish,fire,high
The bridge is collapsing and people are in immediate danger near the community center.,en,bridge_damage,critical
"भीषण बाढ़ में लोग अपने घरों की छतों पर फंसे हैं, तुरंत नाव और बचाव चाहिए गांव के प्रवेश द्वार पर।",hi,flood,critical
বিশাল আবর্জনার স্তূপ পুরো রাস্তা আটকে দিয়েছে আবাসিক এলাকায়।,bn,garbage,high
इमारत में भीषण आग फैल रही है और ऊंची लपटें उठ रही हैं अस्पताल के पास।,hi,fire,high
ড্রেন বিপর্যয়ে জনস্বাস্থ্যের জরুরি সংকট ও জীবন সংশয় তৈরি হয়েছে স্কুলের কাছে।,bn,drainage,critical
"দয়া করে বিষয়টি দেখুন, সেতুর রেলিং ভেঙে গেছে গ্রামের প্রবেশপথে।",bn,bridge_damage,medium
आग आसपास के घरों और दुकानों की तरफ तेजी से बढ़ रही है हमारे इलाके में।,hi,fire,high
গত চারদিন ধরে পানীয় জলের সরবরাহ সম্পূর্ণ বন্ধ প্রধান রাস্তায়।,bn,water_supply,high
জলের মূল পাইপ ফেটে পুরো এলাকা জলের হাহাকারে ভুগছে রেলস্টেশনের কাছে।,bn,water_supply,high
"Pichle 4 days se drinking water bilkul nahi aaya hai, drought jaise haalat railway station ke paas.",hinglish,water_supply,high
Overflowing garbage se serious disease failne ka severe risk hai residential area mein.,hinglish,garbage,high
